צורת יישוב,שם יישוב,סמל יישוב,אזור סטטיסטי,אוכלוסייה בתחילת שנה,לידות,פטירות,ריבוי טבעי,עולים,איחוד משפחות,"ישראלים יוצאים לחו""ל","ישראלים חוזרים מחו""ל","מאזן ישראלים יוצאים לחו""ל וחוזרים מחו""ל",הגירה בתוך יישוב בתוך אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בתוך אזורים סטטיסטיים - נכנסים,הגירה בתוך יישוב בין אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בין אזורים סטטיסטיים - נכנסים,מאזן הגירה בתוך יישוב בין אזורים סטטיסטיים,הגירה בין יישובים - יוצאים,הגירה בין יישובים - נכנסים,מאזן הגירה בין יישובים,"סה""כ גידול",אוכלוסייה בסוף שנה,אחוז גידול שנתי
,ראשון לציון,8300,225,"3,319",44,15,29,6,6,15,..,-12,29,29,183,168,-15,120,110,-10,11,"3,329",0.32%
,ראשון לציון,8300,311,"10,664",175,29,146,8,9,8,5,..,232,232,184,581,397,292,573,281,911,"11,575",8.54%
,ראשון לציון,8300,312,"3,720",40,18,22,8,7,6,4,..,14,14,199,125,-74,124,75,-49,-78,"3,642",-2.10%
,ראשון לציון,8300,313,"5,055",67,27,40,12,4,12,9,..,80,80,199,195,-4,121,110,-11,31,"5,085",0.61%
,ראשון לציון,8300,314,"4,277",57,45,12,32,5,14,11,..,44,44,251,180,-71,130,108,-22,-40,"4,237",-0.93%
,ראשון לציון,8300,315,"3,416",38,44,-6,12,8,11,8,..,29,29,268,155,-113,148,144,-4,-109,"3,308",-3.18%
,ראשון לציון,8300,411,"1,679",18,5,13,..,..,..,4,..,11,11,43,183,140,36,61,25,186,"1,865",11.07%
,ראשון לציון,8300,412,"5,490",75,39,36,10,..,6,7,..,97,97,212,169,-43,152,92,-60,-55,"5,434",-1.00%
,ראשון לציון,8300,413,"4,534",57,36,21,12,4,12,7,-5,61,61,183,202,19,155,131,-24,46,"4,580",1.02%
,ראשון לציון,8300,421,"4,178",48,43,5,15,5,19,5,-14,34,34,241,188,-53,156,140,-16,-47,"4,131",-1.13%
,ראשון לציון,8300,422,"3,793",53,27,26,4,4,14,5,-9,43,43,193,201,8,129,83,-46,-13,"3,780",-0.35%
,ראשון לציון,8300,423,"3,949",53,28,25,7,..,15,..,-14,31,31,193,217,24,113,74,-39,..,"3,948",-0.03%
,ראשון לציון,8300,424,"3,551",25,20,5,..,..,..,-,..,8,8,67,57,-10,90,36,-54,-83,"3,468",-2.33%
,ראשון לציון,8300,425,"3,184",62,25,37,5,4,14,8,-6,24,24,185,151,-34,163,102,-61,-55,"3,129",-1.73%
,ראשון לציון,8300,426,"4,582",59,32,27,8,7,14,..,-11,30,30,237,146,-91,145,104,-41,-85,"4,497",-1.85%
,ראשון לציון,8300,511,"5,124",120,39,81,9,..,5,..,..,52,52,177,98,-79,138,71,-67,-52,"5,072",-1.02%
,ראשון לציון,8300,512,"3,735",79,41,38,4,4,..,..,..,58,58,183,117,-66,122,55,-67,-69,"3,666",-1.85%
,ראשון לציון,8300,513,"2,873",51,25,26,5,5,..,-,..,25,25,137,77,-60,103,52,-51,-73,"2,800",-2.55%
,ראשון לציון,8300,514,"3,797",68,20,48,..,5,11,..,-8,36,36,112,113,..,169,111,-58,..,"3,794",-0.06%
,ראשון לציון,8300,515,"2,149",33,51,-18,4,-,4,..,..,4,4,70,74,4,65,66,..,405,"2,554",18.86%
,ראשון לציון,8300,516,"6,023",77,23,54,7,..,14,..,-11,88,88,192,161,-31,159,119,-40,-14,"6,010",-0.23%
,ראשון לציון,8300,521,"4,724",71,24,47,7,..,..,4,..,50,50,143,147,4,139,83,-56,11,"4,736",0.24%
,ראשון לציון,8300,522,"4,782",72,16,56,4,6,6,..,-5,41,41,171,117,-54,171,91,-80,-67,"4,716",-1.39%
,ראשון לציון,8300,523,"4,356",58,14,44,..,..,7,..,-4,23,23,119,140,21,124,74,-50,..,"4,355",-0.02%
,ראשון לציון,8300,524,"3,145",37,18,19,-,4,5,..,..,18,18,149,104,-45,94,59,-35,-54,"3,091",-1.70%
,ראשון לציון,8300,531,"5,005",53,18,35,..,..,5,..,-4,47,47,149,112,-37,150,72,-78,-66,"4,939",-1.32%
,ראשון לציון,8300,532,"2,142",33,11,22,-,4,..,..,..,11,11,120,54,-66,60,38,-22,-56,"2,086",-2.63%
,ראשון לציון,8300,533,"4,631",59,23,36,..,..,8,4,-4,42,42,157,94,-63,152,100,-52,-85,"4,547",-1.83%
,ראשון לציון,8300,534,"6,231",69,14,55,7,..,..,..,-,22,22,139,134,-5,183,111,-72,-11,"6,220",-0.17%
,ראשון לציון,8300,611,"2,855",51,6,45,..,..,8,..,-6,..,..,80,52,-28,121,63,-58,-44,"2,811",-1.55%
,ראשון לציון,8300,612,"3,030",35,8,27,12,-,6,..,-4,24,24,46,46,-,70,56,-14,36,"3,067",1.20%
,ראשון לציון,8300,614,"5,768",65,11,54,7,..,5,16,11,46,46,131,127,-4,215,185,-30,32,"5,800",0.56%
,ראשון לציון,8300,615,"5,245",78,27,51,6,..,5,4,..,32,32,190,137,-53,175,91,-84,-81,"5,164",-1.54%
,ראשון לציון,8300,616,"3,873",55,32,23,..,..,8,..,-5,26,26,121,100,-21,80,76,-4,..,"3,872",-0.03%
,ראשון לציון,8300,617,"5,651",72,20,52,14,..,8,10,..,56,56,177,117,-60,158,95,-63,-36,"5,615",-0.64%
,ראשון לציון,8300,623,"3,103",45,38,7,5,4,..,..,-,10,10,55,63,8,99,76,-23,-380,"2,724",-12.23%
,ראשון לציון,8300,624,"6,573",86,38,48,31,4,14,..,-12,114,114,133,64,-69,248,183,-65,-90,"6,482",-1.37%
,ראשון לציון,8300,625,"1,668",18,-,18,10,..,25,11,-14,27,27,20,44,24,68,92,24,36,"1,704",2.19%
,באר שבע,9000,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,באר שבע,9000,111,"2,264",28,25,..,4,..,..,..,..,19,19,109,75,-34,60,35,-25,-59,"2,204",-2.62%
,באר שבע,9000,112,"2,158",38,31,7,30,35,..,..,..,21,21,200,70,-130,62,80,18,120,"2,278",5.56%
,באר שבע,9000,113,"1,928",37,23,14,..,..,..,..,..,6,6,95,70,-25,22,28,6,-167,"1,762",-8.64%
,באר שבע,9000,121,"3,252",35,62,-27,4,-,7,8,..,21,21,161,121,-40,75,104,29,-9,"3,242",-0.29%
,באר שבע,9000,122,"1,037",15,21,-6,-,-,..,..,..,..,..,47,41,-6,48,51,..,-11,"1,027",-1.02%
,באר שבע,9000,123,"1,175",13,22,-9,..,-,..,-,..,10,10,95,56,-39,87,146,59,29,"1,204",2.47%
,באר שבע,9000,131,"2,382",19,14,5,5,..,..,4,..,10,10,102,82,-20,109,215,106,-67,"2,315",-2.80%
,באר שבע,9000,132,"2,574",31,44,-13,5,..,..,..,..,13,13,141,84,-57,51,71,20,-32,"2,542",-1.25%
,באר שבע,9000,133,"1,052",8,10,..,-,..,-,-,-,..,..,60,39,-21,41,55,14,..,"1,049",-0.22%
,באר שבע,9000,211,"3,455",49,41,8,14,6,..,5,4,22,22,207,193,-14,108,70,-38,-36,"3,419",-1.04%
,באר שבע,9000,212,"4,611",84,29,55,..,6,9,..,-8,49,49,273,188,-85,127,106,-21,-26,"4,586",-0.55%
,באר שבע,9000,213,"3,923",89,32,57,..,..,-,..,..,41,41,120,135,15,72,19,-53,17,"3,940",0.43%
,באר שבע,9000,214,"5,205",75,29,46,..,..,..,5,..,36,36,241,191,-50,82,35,-47,-39,"5,165",-0.76%
,באר שבע,9000,215,"1,760",34,29,5,4,..,-,..,..,6,6,84,68,-16,65,17,-48,-81,"1,678",-4.63%
,באר שבע,9000,216,"3,349",32,59,-27,8,8,8,4,-4,20,20,242,151,-91,75,57,-18,-106,"3,242",-3.17%
,באר שבע,9000,221,"2,925",48,63,-15,8,6,8,..,-7,25,25,173,126,-47,49,89,40,-26,"2,899",-0.89%
,באר שבע,9000,222,"3,045",44,26,18,19,6,9,4,-5,28,28,165,109,-56,58,49,-9,-8,"3,038",-0.25%
,באר שבע,9000,223,"2,415",48,15,33,4,6,..,..,..,14,14,136,60,-76,73,54,-19,-37,"2,379",-1.52%
,באר שבע,9000,224,"2,129",36,23,13,..,..,-,-,-,8,8,113,77,-36,48,33,-15,-41,"2,088",-1.92%
,באר שבע,9000,225,"3,385",55,23,32,6,..,11,7,-4,19,19,162,121,-41,77,35,-42,-35,"3,350",-1.04%
,באר שבע,9000,226,"1,364",12,12,-,..,..,..,-,..,..,..,70,42,-28,38,14,-24,-34,"1,330",-2.51%
,באר שבע,9000,234,"3,017",44,16,28,..,..,4,..,..,9,9,149,136,-13,53,24,-29,-17,"3,000",-0.55%
,באר שבע,9000,311,"3,562",45,21,24,..,-,4,..,..,13,13,169,140,-29,70,17,-53,-60,"3,503",-1.68%
,באר שבע,9000,312,"4,939",59,37,22,..,..,16,4,-12,18,18,235,157,-78,92,44,-48,-121,"4,818",-2.44%
,באר שבע,9000,313,"3,136",39,17,22,..,..,22,..,-21,16,16,134,147,13,61,27,-34,..,"3,135",-0.05%
,באר שבע,9000,314,610,14,-,14,-,-,-,..,..,4,4,6,699,693,-,40,40,748,"1,358",122.57%
,באר שבע,9000,411,"7,269",97,8,89,5,..,4,5,..,69,69,121,732,611,94,134,40,643,"7,912",8.84%
,באר שבע,9000,412,"2,548",44,11,33,7,-,5,..,..,11,11,121,125,4,60,40,-20,24,"2,573",0.95%
,באר שבע,9000,413,"6,790",82,52,30,19,5,9,16,7,55,55,306,281,-25,116,81,-35,5,"6,795",0.07%
,באר שבע,9000,414,"6,886",77,33,44,..,..,12,..,-10,53,53,311,253,-58,153,73,-80,-99,"6,786",-1.44%
,באר שבע,9000,415,"7,788",134,20,114,..,..,5,5,-,62,62,400,319,-81,205,94,-111,-42,"7,746",-0.54%
,באר שבע,9000,421,"5,415",65,17,48,-,..,..,5,..,17,17,234,148,-86,120,44,-76,-118,"5,297",-2.18%
,באר שבע,9000,422,"5,796",66,27,39,..,5,..,6,..,64,64,289,204,-85,121,56,-65,-131,"5,665",-2.26%
,באר שבע,9000,423,"4,633",68,39,29,4,6,7,5,..,63,63,231,286,55,99,97,..,85,"4,717",1.83%
,באר שבע,9000,431,"3,443",64,21,43,160,4,10,4,-6,76,76,246,138,-108,211,53,-158,-75,"3,368",-2.17%
,באר שבע,9000,432,"3,282",58,30,28,21,5,7,4,..,27,27,256,186,-70,117,85,-32,-29,"3,253",-0.87%
,באר שבע,9000,433,"1,622",35,19,16,..,..,-,..,..,15,15,131,106,-25,54,33,-21,-17,"1,605",-1.04%
,באר שבע,9000,434,"3,752",74,54,20,16,4,5,..,-4,18,18,196,134,-62,87,69,-18,-177,"3,575",-4.72%
,באר שבע,9000,511,"1,897",37,26,11,-,4,5,..,..,8,8,142,259,117,47,113,66,202,"2,099",10.63%
,באר שבע,9000,512,"3,345",65,34,31,9,..,6,..,-4,29,29,126,201,75,129,122,-7,101,"3,446",3.03%
,באר שבע,9000,513,"3,446",65,33,32,6,..,5,4,..,26,26,163,148,-15,145,167,22,45,"3,491",1.31%
,באר שבע,9000,521,"2,175",41,21,20,-,-,..,..,-,11,11,155,95,-60,67,43,-24,-67,"2,108",-3.10%
,באר שבע,9000,522,"3,004",60,20,40,..,..,9,..,-6,33,33,174,125,-49,72,55,-17,-39,"2,965",-1.31%
,באר שבע,9000,523,"3,012",55,26,29,4,..,..,..,..,31,31,211,170,-41,84,66,-18,..,"3,009",-0.10%
,באר שבע,9000,611,"4,660",56,43,13,4,..,..,4,..,50,50,213,193,-20,151,72,-79,-86,"4,575",-1.84%
,באר שבע,9000,612,"4,748",80,40,40,9,..,12,..,-9,29,29,201,200,..,111,69,-42,..,"4,746",-0.04%
,באר שבע,9000,613,"5,304",69,22,47,6,-,..,..,..,87,87,155,207,52,121,70,-51,31,"5,336",0.59%
,באר שבע,9000,614,"2,190",34,29,5,-,..,5,5,-,9,9,48,53,5,37,24,-13,-,"2,190",-0.01%
,באר שבע,9000,621,527,-,-,-,..,-,-,-,-,-,-,..,5,4,..,-,..,..,525,-0.37%
,באר שבע,9000,624,"1,716",27,16,11,..,..,..,6,5,18,18,91,72,-19,78,93,15,113,"1,829",6.61%
,באר שבע,9000,631,"4,339",48,73,-25,..,..,9,4,-5,36,36,194,131,-63,116,89,-27,-90,"4,249",-2.07%
,באר שבע,9000,632,"3,774",56,42,14,8,25,7,..,-6,29,29,205,155,-50,119,157,38,-5,"3,769",-0.14%
,באר שבע,9000,633,"3,174",44,28,16,10,4,4,5,..,26,26,147,92,-55,117,146,29,-177,"2,997",-5.58%
,באר שבע,9000,634,549,6,..,..,-,-,-,-,-,-,-,17,11,-6,20,9,-11,-12,537,-2.22%
,באר שבע,9000,641,"2,865",31,19,12,9,6,4,..,..,8,8,118,65,-53,67,21,-46,-82,"2,783",-2.87%
,באר שבע,9000,642,"4,792",79,15,64,-,..,6,7,..,48,48,150,267,117,112,118,6,202,"4,995",4.23%
,באר שבע,9000,643,"5,105",76,17,59,..,..,4,..,..,31,31,205,154,-51,144,78,-66,-67,"5,038",-1.32%
,באר שבע,9000,644,"1,204",11,4,7,..,..,-,..,..,-,-,84,35,-49,32,13,-19,-61,"1,143",-5.08%
,באר שבע,9000,645,"18,368",370,32,338,8,5,19,26,7,700,700,456,859,403,584,386,-198,555,"18,923",3.02%
,בית שמש,2610,0,-,-,-,-,11,-,-,-,-,-,-,12,-,-12,-,-,-,-,-,0.00%
,בית שמש,2610,12,"11,563",605,..,602,..,-,5,..,-4,268,268,478,117,-361,157,356,199,459,"12,022",3.97%
,בית שמש,2610,13,"5,210",97,16,81,..,-,6,..,..,49,49,131,261,130,167,79,-88,124,"5,334",2.38%
,בית שמש,2610,14,"5,425",150,49,101,9,..,9,..,-8,72,72,213,206,-7,182,187,5,-7,"5,418",-0.13%
,בית שמש,2610,15,"3,447",97,25,72,..,..,..,..,..,46,46,121,157,36,105,100,-5,94,"3,540",2.71%
,בית שמש,2610,16,"4,507",122,27,95,..,-,7,4,..,44,44,163,126,-37,171,111,-60,100,"4,608",2.23%
,בית שמש,2610,17,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,107,19.35%
,בית שמש,2610,21,"2,734",59,7,52,19,-,..,7,5,34,34,126,101,-25,101,61,-40,-4,"2,730",-0.15%
,בית שמש,2610,22,"4,803",103,17,86,8,..,5,7,..,55,55,139,132,-7,164,109,-55,84,"4,887",1.75%
,בית שמש,2610,23,"1,089",25,6,19,..,-,..,..,..,14,14,37,18,-19,31,27,-4,39,"1,128",3.54%
,בית שמש,2610,24,"4,163",127,17,110,4,-,..,..,-,72,72,129,161,32,109,78,-31,127,"4,290",3.05%
,בית שמש,2610,25,"3,243",55,5,50,31,-,..,5,..,55,55,85,81,-4,87,64,-23,62,"3,304",1.90%
,בית שמש,2610,26,"8,467",327,7,320,..,-,12,7,-5,201,201,364,147,-217,234,198,-36,-249,"8,218",-2.94%
,בית שמש,2610,27,"5,301",214,6,208,..,-,7,..,-5,75,75,242,123,-119,125,125,-,400,"5,700",7.54%
,בית שמש,2610,31,"6,698",332,9,323,5,-,5,5,-,139,139,305,286,-19,123,291,168,352,"7,050",5.26%
,בית שמש,2610,32,"10,592",441,..,438,15,-,13,..,-11,211,211,334,97,-237,146,270,124,427,"11,019",4.03%
,בית שמש,2610,33,"7,711",287,7,280,-,-,14,..,-13,107,107,214,173,-41,187,132,-55,155,"7,866",2.01%
,בית שמש,2610,34,"7,330",185,25,160,49,-,20,7,-13,94,94,426,203,-223,124,181,57,-98,"7,232",-1.34%
,בית שמש,2610,35,"5,784",117,13,104,80,-,14,31,17,167,167,323,300,-23,169,201,32,236,"6,020",4.08%
,בית שמש,2610,36,"5,898",147,11,136,79,-,12,18,6,68,68,341,99,-242,134,121,-13,-9,"5,890",-0.15%
,בית שמש,2610,37,"6,222",161,5,156,54,-,6,26,20,122,122,214,600,386,110,839,729,"1,336","7,558",21.47%
,בית שמש,2610,38,"14,680",783,6,777,97,-,59,45,-14,907,907,360,"1,369","1,009",372,"1,996","1,624","3,945","18,624",26.87%
,בת ים,6200,0,-,-,4,-4,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,בת ים,6200,111,"4,047",33,79,-46,33,8,17,6,-11,36,36,124,155,31,179,136,-43,31,"4,078",0.76%
,בת ים,6200,112,"3,115",24,43,-19,21,8,22,10,-12,27,27,120,93,-27,127,98,-29,-47,"3,068",-1.51%
,בת ים,6200,113,"4,809",40,83,-43,52,28,40,15,-25,37,37,217,139,-78,165,140,-25,-287,"4,523",-5.96%
,בת ים,6200,114,"3,342",35,56,-21,42,9,13,4,-9,16,16,175,141,-34,131,84,-47,-82,"3,260",-2.46%
,בת ים,6200,115,"3,145",34,40,-6,75,8,41,8,-33,20,20,166,123,-43,135,96,-39,-121,"3,025",-3.83%
,בת ים,6200,212,"4,195",36,65,-29,28,7,14,9,-5,24,24,148,119,-29,118,77,-41,-36,"4,159",-0.86%
,בת ים,6200,213,"2,842",40,53,-13,66,..,35,7,-28,21,21,115,114,..,95,69,-26,..,"2,839",-0.10%
,בת ים,6200,214,"2,895",43,39,4,23,..,..,4,..,9,9,100,97,..,129,59,-70,-27,"2,868",-0.93%
,בת ים,6200,215,"4,230",56,44,12,32,4,22,9,-13,22,22,113,169,56,143,91,-52,63,"4,293",1.49%
,בת ים,6200,217,"4,240",42,44,..,57,13,44,..,-41,45,45,160,142,-18,195,118,-77,-101,"4,139",-2.38%
,בת ים,6200,221,"2,571",20,30,-10,11,..,20,6,-14,24,24,88,100,12,89,35,-54,-40,"2,530",-1.57%
,בת ים,6200,222,"4,067",43,46,..,11,8,14,5,-9,26,26,153,118,-35,129,72,-57,-74,"3,993",-1.82%
,בת ים,6200,223,"2,232",29,25,4,11,..,23,9,-14,23,23,61,94,33,98,49,-49,-4,"2,228",-0.18%
,בת ים,6200,224,"2,622",44,33,11,22,11,11,6,-5,24,24,93,58,-35,132,57,-75,-64,"2,558",-2.42%
,בת ים,6200,225,"2,032",26,32,-6,15,7,4,6,..,4,4,77,83,6,71,34,-37,6,"2,038",0.27%
,בת ים,6200,226,"2,601",25,11,14,51,..,20,..,-17,18,18,61,94,33,73,61,-12,66,"2,666",2.52%
,בת ים,6200,227,"1,875",33,21,12,5,4,13,5,-8,7,7,75,55,-20,53,52,..,-4,"1,871",-0.20%
,בת ים,6200,228,"1,549",27,34,-7,..,..,..,..,-,11,11,36,108,72,63,88,25,90,"1,638",5.78%
,בת ים,6200,311,"3,590",51,33,18,39,9,10,..,-7,28,28,127,120,-7,167,95,-72,-7,"3,583",-0.19%
,בת ים,6200,312,"2,477",39,29,10,13,4,4,..,..,5,5,146,120,-26,75,52,-23,-9,"2,468",-0.36%
,בת ים,6200,313,"3,273",36,34,..,6,6,8,..,-6,16,16,127,114,-13,132,78,-54,-54,"3,219",-1.66%
,בת ים,6200,314,"3,674",47,45,..,22,11,13,..,-10,23,23,144,157,13,148,86,-62,-15,"3,660",-0.40%
,בת ים,6200,315,"3,594",42,49,-7,32,4,13,5,-8,30,30,147,194,47,149,78,-71,21,"3,615",0.59%
,בת ים,6200,316,"2,307",30,28,..,12,14,11,..,-10,11,11,107,142,35,95,45,-50,24,"2,332",1.05%
,בת ים,6200,321,"3,070",32,39,-7,29,13,18,4,-14,15,15,156,123,-33,111,85,-26,-23,"3,047",-0.76%
,בת ים,6200,322,"5,121",64,65,..,22,8,28,15,-13,59,59,209,248,39,277,115,-162,-65,"5,056",-1.27%
,בת ים,6200,411,"3,660",39,56,-17,31,16,33,9,-24,18,18,212,150,-62,213,120,-93,-162,"3,498",-4.42%
,בת ים,6200,412,"4,427",86,58,28,18,4,21,11,-10,66,66,145,125,-20,207,146,-61,-15,"4,412",-0.34%
,בת ים,6200,413,"3,936",52,41,11,4,7,8,4,-4,43,43,94,90,-4,153,127,-26,-,"3,936",0.00%
,בת ים,6200,421,"4,654",54,37,17,20,16,14,7,-7,54,54,169,125,-44,239,136,-103,-88,"4,566",-1.90%
,בת ים,6200,422,"2,079",24,18,6,11,6,10,..,-7,13,13,94,77,-17,82,48,-34,-17,"2,062",-0.83%
,בת ים,6200,423,"2,503",32,40,-8,12,7,5,..,-4,15,15,91,99,8,104,78,-26,-11,"2,492",-0.44%
,בת ים,6200,511,"2,777",24,49,-25,10,4,..,..,..,7,7,68,109,41,104,35,-69,-7,"2,770",-0.24%
,בת ים,6200,512,"3,084",27,33,-6,4,..,21,10,-11,13,13,72,108,36,115,42,-73,-17,"3,068",-0.55%
,בת ים,6200,513,"2,902",53,36,17,5,6,8,4,-4,25,25,67,82,15,179,52,-127,-82,"2,821",-2.82%
,בת ים,6200,514,"3,162",45,42,..,..,4,16,..,-14,28,28,73,126,53,108,45,-63,8,"3,170",0.25%
,בת ים,6200,521,"3,767",57,26,31,5,4,10,5,-5,19,19,83,82,..,114,43,-71,-19,"3,748",-0.50%
,בת ים,6200,522,"5,066",87,27,60,15,..,7,6,..,87,87,77,101,24,179,72,-107,15,"5,081",0.29%
,בת ים,6200,523,"3,478",45,41,4,..,..,5,..,..,30,30,80,76,-4,110,44,-66,-53,"3,425",-1.51%
,חולון,6600,0,-,-,..,..,..,-,..,-,..,-,-,-,-,-,..,-,..,-,-,0.00%
,חולון,6600,114,143,..,..,..,-,-,-,-,-,-,-,..,-,..,6,..,-5,-40,104,-27.74%
,חולון,6600,211,"4,137",63,58,5,19,5,23,8,-15,56,56,201,148,-53,136,124,-12,-42,"4,095",-1.01%
,חולון,6600,212,"3,862",67,49,18,7,4,7,4,..,19,19,176,135,-41,138,85,-53,-36,"3,827",-0.93%
,חולון,6600,213,"4,460",63,33,30,12,..,5,9,4,35,35,146,155,9,177,80,-97,-26,"4,435",-0.57%
,חולון,6600,214,"4,310",61,20,41,4,-,6,11,5,19,19,130,159,29,162,46,-116,-34,"4,276",-0.79%
,חולון,6600,215,"2,401",42,12,30,..,..,5,..,..,27,27,124,114,-10,65,78,13,39,"2,440",1.64%
,חולון,6600,216,"3,100",60,40,20,..,4,7,..,-4,13,13,97,159,62,119,82,-37,59,"3,158",1.90%
,חולון,6600,221,"1,640",22,12,10,..,4,..,..,..,..,..,77,68,-9,34,22,-12,11,"1,651",0.68%
,חולון,6600,222,"1,862",27,12,15,..,-,..,-,..,8,8,71,89,18,60,26,-34,..,"1,859",-0.18%
,חולון,6600,223,"2,909",42,17,25,..,4,..,..,..,23,23,128,115,-13,140,62,-78,-48,"2,861",-1.64%
,חולון,6600,224,"2,145",28,17,11,7,-,4,..,..,9,9,63,60,..,69,28,-41,-16,"2,130",-0.73%
,חולון,6600,225,"4,592",73,44,29,..,..,4,..,..,43,43,138,108,-30,119,72,-47,-36,"4,556",-0.79%
,חולון,6600,311,"2,440",29,11,18,..,..,4,..,..,22,22,63,83,20,83,60,-23,30,"2,471",1.25%
,חולון,6600,312,"2,464",34,23,11,..,..,..,..,..,23,23,91,132,41,66,36,-30,20,"2,484",0.82%
,חולון,6600,313,"3,594",40,34,6,..,6,6,5,..,22,22,139,100,-39,91,74,-17,-33,"3,562",-0.91%
,חולון,6600,314,"3,026",44,38,6,..,..,7,5,..,15,15,160,161,..,100,55,-45,-21,"3,005",-0.71%
,חולון,6600,321,"3,777",63,37,26,4,8,10,7,..,36,36,199,248,49,117,198,81,186,"3,962",4.91%
,חולון,6600,322,"2,850",46,22,24,..,-,..,-,..,31,31,97,189,92,58,76,18,149,"2,999",5.22%
,חולון,6600,323,"3,735",46,41,5,11,4,7,5,..,44,44,141,161,20,105,124,19,78,"3,813",2.09%
,חולון,6600,324,"3,543",51,47,4,8,..,11,8,..,33,33,165,93,-72,111,109,..,-54,"3,489",-1.53%
,חולון,6600,331,"2,606",32,42,-10,9,9,..,7,5,25,25,135,166,31,115,89,-26,16,"2,623",0.63%
,חולון,6600,332,"1,947",27,40,-13,8,..,..,4,..,23,23,112,108,-4,74,53,-21,-24,"1,923",-1.21%
,חולון,6600,333,"2,567",24,39,-15,4,..,..,6,4,18,18,138,110,-28,125,84,-41,-69,"2,498",-2.70%
,חולון,6600,334,"2,093",23,55,-32,..,..,..,-,..,14,14,73,79,6,56,85,29,-,"2,092",-0.01%
,חולון,6600,335,"4,251",50,39,11,4,..,5,6,..,30,30,157,198,41,132,124,-8,61,"4,312",1.44%
,חולון,6600,411,"5,036",91,26,65,4,..,6,..,..,53,53,196,375,179,113,150,37,303,"5,339",6.02%
,חולון,6600,412,"3,136",64,38,26,8,4,9,4,-5,43,43,131,122,-9,115,108,-7,35,"3,171",1.12%
,חולון,6600,413,"5,996",50,23,27,7,-,-,..,..,19,19,120,126,6,92,50,-42,15,"6,012",0.26%
,חולון,6600,414,"6,623",67,20,47,..,..,7,8,..,31,31,168,154,-14,78,68,-10,57,"6,681",0.87%
,חולון,6600,415,"4,575",39,8,31,..,-,..,..,-,20,20,76,187,111,93,64,-29,115,"4,690",2.52%
,חולון,6600,416,"13,424",110,24,86,..,-,10,..,-8,110,110,205,284,79,176,141,-35,186,"13,611",1.39%
,חולון,6600,421,247,7,-,7,-,-,-,-,-,-,-,-,203,203,6,32,26,243,490,98.16%
,חולון,6600,422,"4,326",59,17,42,7,-,7,..,-6,27,27,118,152,34,71,72,..,79,"4,404",1.82%
,חולון,6600,423,"2,926",32,15,17,..,..,..,..,..,8,8,86,63,-23,71,50,-21,-12,"2,913",-0.42%
,חולון,6600,424,"2,104",25,11,14,..,..,..,-,..,16,16,42,59,17,63,62,..,35,"2,138",1.64%
,חולון,6600,425,"3,212",45,13,32,..,-,..,..,-,19,19,103,63,-40,101,54,-47,-30,"3,182",-0.94%
,חולון,6600,426,"2,773",47,16,31,5,-,5,-,-5,17,17,109,87,-22,140,42,-98,-79,"2,694",-2.87%
,חולון,6600,427,"4,154",60,23,37,..,-,6,..,-4,22,22,100,72,-28,174,75,-99,-75,"4,079",-1.81%
,חולון,6600,512,"4,188",58,33,25,4,..,4,5,..,28,28,152,80,-72,117,86,-31,-55,"4,133",-1.32%
,חולון,6600,513,"1,295",14,10,4,-,-,-,..,..,7,7,9,10,..,42,41,..,11,"1,306",0.87%
,חולון,6600,514,"4,002",71,49,22,10,10,21,8,-13,47,47,208,123,-85,131,149,18,22,"4,024",0.55%
,חולון,6600,521,"4,563",73,45,28,-,..,..,5,..,33,33,223,166,-57,173,103,-70,-58,"4,506",-1.26%
,חולון,6600,522,"3,064",35,14,21,-,-,8,..,-7,33,33,120,96,-24,68,24,-44,-41,"3,023",-1.35%
,חולון,6600,523,"4,272",54,32,22,-,..,5,..,..,31,31,149,132,-17,137,101,-36,-17,"4,254",-0.40%
,חולון,6600,611,"4,023",71,35,36,..,4,7,..,-6,40,40,136,159,23,133,105,-28,57,"4,081",1.43%
,חולון,6600,612,"2,473",28,31,..,..,..,5,..,..,22,22,73,79,6,79,39,-40,-16,"2,458",-0.63%
,חולון,6600,613,"2,369",33,30,..,11,..,..,..,-,15,15,83,86,..,56,42,-14,22,"2,391",0.93%
,חולון,6600,614,"4,651",84,39,45,5,9,10,..,-7,50,50,197,193,-4,176,148,-28,30,"4,681",0.65%
,חולון,6600,615,"2,616",44,27,17,..,5,6,..,-4,20,20,132,84,-48,111,92,-19,-34,"2,582",-1.29%
,חולון,6600,621,"5,508",127,44,83,8,7,14,6,-8,93,93,182,95,-87,190,216,26,55,"5,563",1.00%
,חולון,6600,622,"4,287",71,34,37,..,5,6,5,..,57,57,190,140,-50,121,129,8,44,"4,331",1.04%
,חולון,6600,623,"3,894",50,37,13,-,4,6,12,6,25,25,201,125,-76,110,125,15,-33,"3,861",-0.84%
